,inspection_no,dba_name,aka_name,license_no,facility_type,risk,address,city,state,zip,inspection_date,inspection_type,results,violations,latitude,longitude,location,rating,business_status
215,2537649,NIVIA RED HOT CHICAGO,NIVIA RED HOT CHICAGO,1645741.0,Restaurant,Risk 2 (Medium),1232 W NORTH AVE ,CHICAGO,IL,60622.0,11/02/2021,Complaint,Pass w/ Conditions,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: NO EMPLOYEE HEALTH POLICY ON PREMISES. INSTRUCTED MANAGER MUST PROVIDE AN EMPLOYEE HEALTH POLICY ON PREMISES. PRIORITY FOUNDATION 7-38-010.",41.91087554399082,-87.65827823985802,"(-87.65827823985802, 41.91087554399082)",5.0,OPERATIONAL
216,2453940,NIVIA RED HOT CHICAGO,NIVIA RED HOT CHICAGO,1645741.0,Restaurant,Risk 2 (Medium),1232 W NORTH AVE ,CHICAGO,IL,60622.0,10/28/2020,Canvass,No Entry,,41.91087554399082,-87.65827823985802,"(-87.65827823985802, 41.91087554399082)",5.0,OPERATIONAL
217,1975251,NIVIA RED HOT CHICAGO,NIVIA RED HOT CHICAGO,1645741.0,Restaurant,Risk 2 (Medium),1232 W NORTH AVE ,CHICAGO,IL,60622.0,11/10/2016,Canvass,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MISSING COVING/BASEBOARD ON WALL UNDER THE THREE COMPARTMENT SINK,BEHIND THE GREASE TRAP INSTRUCTED TO PROVIDE | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: HOLES ON WALLS ABOVE AND UNDER THE THREE COMPARTMENT SINK,INSTRUCTED TO SEAL.SURFACE MUST BE SMOOTH CLEANBLE AND NON-ABSORBENT SURFACE.",41.91087554399082,-87.65827823985802,"(-87.65827823985802, 41.91087554399082)",5.0,OPERATIONAL
218,1454324,NIVIA RED HOT CHICAGO,NIVIA RED HOT CHICAGO,1645741.0,Restaurant,Risk 2 (Medium),1232 W NORTH AVE ,CHICAGO,IL,60622.0,11/24/2015,Canvass,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: 3 COMPARTMENT SINK IN NEED OF CLEANING TO REMOVE ALL FOOD BUILD UP AND DEBRIS.  MUST CLEAN AND MAINTAIN AT ALL TIMES.   | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS UNDER AND AROUND THE 3 COMPARTMENT SINK IN NEED OF CLEANING TO REMOVE ALL FOOD SPILLS AND BUILD UP.  MUST CLEAN AND MAINTAIN AT ALL TIMES.   | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: WALLS IN DISH AREA IN NEED OF CLEANING TO REMOVE ALL FOOD SPLATTER.  MUST CLEAN AND MAINTAIN.",41.91087554399082,-87.65827823985802,"(-87.65827823985802, 41.91087554399082)",5.0,OPERATIONAL
219,458083,NIVIA RED HOT CHICAGO,NIVIA RED HOT CHICAGO,1645741.0,Restaurant,Risk 2 (Medium),1232 W NORTH AVE ,CHICAGO,IL,60622.0,11/12/2010,Short Form Complaint,Pass w/ Conditions,"7. WASH AND RINSE WATER: CLEAN AND PROPER TEMPERATURE - Comments: Hand washing of all tableware and drinking utensils shall be accomplished by the use of warm water at a temperature of 110F to 120F containing an adequate amount of detergent effective to remove grease and solids.FOUND NO HOT RUNNING WATER AT 3 COMP SANITIZING SINK TEMPERATURE MEASURED 75F.SUPERVISOR T.SALAZAR NOTIFIED,AT 12:15 HOT RUNNING WATER NOW RECOVERED,MEASURED AT 110F. | 26. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, PROPERLY DESIGNED AND INSTALLED - Comments: When toilet and lavatory facilities are provided for the patrons of food establishments, such facilities shall be adequate in number, convenient, accessible, properly designed, and installed according to the municipal code.FOUND TOILET ROOMS AT REAR EAST AREAS NOT MAINTAINED I.E.NO HOT RUNNING WATER, MEASURED 75F DURING THIS INSPECTION.AT 12:15 P.M. HOT RUNNING WATER NOW RECOVERED, MEASURED 110F.",41.91087554399082,-87.65827823985802,"(-87.65827823985802, 41.91087554399082)",5.0,OPERATIONAL
220,1978485,"EPIC BURGER, INC",EPIC BURGER,2184050.0,Restaurant,Risk 1 (High),407 N CLARK ST ,CHICAGO,IL,60654.0,12/21/2016,Canvass,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: OBSERVED FRONT ENTRANCE DOOR NOT RODENT-PROOFED,APPROXIMATELY 1/4' MODE OF ENTRY ALL ACROSS THE BOTTOM OF DOOR.INSTRUCTED TO MAKE SAID DOOR TIGHT FITTING ALL ACROSS THE BOTTOM TO PREVENT PEST ENTRY AND MAINTAIN. SERIOUS VIOLATION 7-38-020. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOOR DRAINS ARE DIRTY.INSTRUCTED TO CLEAN FLOOR DRAINS IN DETAIL AND MAINTAIN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: REMOVE DUSTS ACCUMULATIONS ON CEILING VENTILATION COVERS AND INTERIORS OF LIGHT SHIELDS IN NEED FOR CLEANING AND MAINTAIN. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: EXPOSED HAND WASHING SINK AT THE DISHWASHING 3 COMPARTMENT SINK AREA IS SLOW DRAINING AND VENTILATION INSIDE THE TOILET ROOMS ARE NOT WORKING.INSTRUCTED TO REPAIR AND MAINTAIN.",41.88942242357974,-87.63091874436272,"(-87.63091874436272, 41.88942242357974)",4.2,OPERATIONAL
221,1978770,"EPIC BURGER, INC",EPIC BURGER,2184050.0,Restaurant,Risk 1 (High),407 N CLARK ST ,CHICAGO,IL,60654.0,12/29/2016,Canvass Re-Inspection,Pass,38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: EXPOSED HAND WASHING SINK AT THE DISHWASHING 3 COMPARTMENT SINK AREA IS SLOW DRAINING AND VENTILATION INSIDE THE TOILET ROOMS ARE NOT WORKING.INSTRUCTED TO REPAIR AND MAINTAIN.,41.88942242357974,-87.63091874436272,"(-87.63091874436272, 41.88942242357974)",4.2,OPERATIONAL
222,1369655,"EPIC BURGER, INC",EPIC BURGER,2184050.0,Restaurant,Risk 1 (High),407 N CLARK ST ,CHICAGO,IL,60654.0,10/11/2013,Canvass,Pass,"31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: REUSING EMPTY KETCHUP BOTTLES FOR OIL STORAGE, INSTRUCTED NOT TO REUSE SINGLE SERVICE ARTICLES, USE PPROPER CONTAINERS WITH LABEL. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments:  CLEAN UTENSILS SHELVES STORED NEXT TO 3-COMP SINK, INSTRUCTED TO INSTALL A SPLASH GUARD.",41.88942242357974,-87.63091874436272,"(-87.63091874436272, 41.88942242357974)",4.2,OPERATIONAL
223,2104465,THE REGION HANDCRAFTED HAMBURGERS,THE REGION HANDCRAFTED HAMBURGERS,2511306.0,Restaurant,Risk 1 (High),2057 W ROSCOE ST ,CHICAGO,IL,60618.0,11/09/2017,Canvass,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED PREMISES USING ALUMINUM TIN FOIL ON SHELF UNDER GRILL. MUST REMOVE TIN FOIL, SURFACE OF SHELF UNDER GRILL MUST BE SMOOTH AND EASY TO CLEAN. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: OBSERVED ACCUMULATED FOOD BUILD UP INSIDE 3-DOOR REACH IN COOLER ALSO OBSERVED RUST BUILD UP ON EXTERIOR OF GREASE TRAP. MUST CLEAN AND MAINTAIN INTERIOR OF COOLER AND CLEAN EXTERIOR OF GREASE TRAP. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: BASEMENT FLOOR WITH DIRT/DUST BUILD UP. INSTRUCTED MANAGER TO CLEAN BASEMENT FLOOR AND MAINTAIN. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: CEILING LIGHT BULBS BURNED OUT (X2) ABOVE SIDE EXIT/ENTRANCE DOOR. MUST PROVIDE WORKING LIGHT BULBS AT SAID AREA. | 45. FOOD HANDLER REQUIREMENTS MET - Comments: INSTRUCTED MANAGER ALL FOOD HANDLERS MUST BE CERTIFIED WITH NAMES OF EMPLOYEES ON PREMISES.",41.94308026293759,-87.68072842785375,"(-87.68072842785375, 41.94308026293759)",4.5,OPERATIONAL
224,419808,MARIO & GINO'S,MARIO & GINO'S,1337452.0,Restaurant,Risk 2 (Medium),2057 W ROSCOE ST ,CHICAGO,IL,60618.0,10/22/2010,Short Form Complaint,Pass,"31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: OBSERVED THE SINGLE SERVICE ITEM IE. SPOONS, IMPROPERLY STORED INSTRUCTED TO STORE HANDLE UP.   | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: OBSERVED THE REAR CUTTING BOARDS NEED CLEANING AND SANITIZING. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: .OBSERVED BASEMENT CEILING IN BASEMENT OVER ICE MACHINE NEEDS REPAIR.   | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: WALL VENT ABOVE REAR EXIT KITCHEN DOOR NOT WORKING PROPERLY (WITH LOUD NOISE) INSTRUCTED TO FIX.",41.94308026293759,-87.68072842785375,"(-87.68072842785375, 41.94308026293759)",4.5,OPERATIONAL
225,2117097,BUTCHER & THE BURGER,BUTCHER & THE BURGER,2121068.0,Restaurant,Risk 1 (High),1021 W ARMITAGE AVE ,CHICAGO,IL,60614.0,12/12/2017,Canvass,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: MUST REPLACE CUTTING BOARD ON PREP COOLER BEHIND SERVICE COUNTER, DARK GROOVES PRESENT. REPAIR TORN AIR CURTAIN IN WALK IN COOLER, AND DISCONTINUE USING MILK CRATES FOR STORAGE RACKS IN BASEMENT PREP AREA AND WALK IN COOLER.  | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST CLEAN EXCESSIVE GREASE ACCUMULATION FROM FRYER. CLEAN INTERIOR CONTACT SURFACE OF DIPPER WELL IN FRONT PREP AREA. ALSO, CLEAN FOOD DEBRIS FROM LOWER SHELVES ON PREP TABLES. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST CLEAN FOOD DEBRIS FROM FLOOR IN PREP AREA AND IN THE WALK IN COOLER IN SAID AREA. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: MUST CLEAN EXCESSIVE GREASE ACCUMULATION FROM HOOD AND FILTERS IN PREP AREA. ",41.917981293152046,-87.6543408517294,"(-87.6543408517294, 41.917981293152046)",4.6,OPERATIONAL
226,1199545,BUTCHER & THE BURGER,BUTCHER & THE BURGER,2121068.0,Restaurant,Risk 1 (High),1021 W ARMITAGE AVE ,CHICAGO,IL,60614.0,10/07/2014,Canvass,Pass,"30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: PRE-PACKAGED CHIPS FOR SALE ON DISPLAY MUST BE LABELED PROPERLY WITH BUSINESS NAME, ADDRESS AND INGREDIENTS. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: EXTERIOR OF DEEP FRYER AND SURROUNDING AREA WITH EXCESSIVE GREASE MUST CLEAN AND MAINTAIN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: METAL WALL/CEILING ABOVE STOVE AND INTERIOR OF HOOD WITH EXCESSIVE DUST AND GREASE. MUST CLEAN AND MAINTAIN.    MOLDY/PEELING WALL CAULKING AT BASEMENT EXPOSED HAND SINK AND ONE COMPARTMENT SPRAY ARM SINK. MUST REPLACE. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: MUST OBTAIN A METAL STEM THERMOMETER TO CHECK FOOD TEMPERATURES.",41.917981293152046,-87.6543408517294,"(-87.6543408517294, 41.917981293152046)",4.6,OPERATIONAL
227,517576,BUTCHER & THE BURGER,BUTCHER & THE BURGER,2121068.0,Restaurant,Risk 1 (High),1021 W ARMITAGE AVE ,CHICAGO,IL,60614.0,10/19/2011,License Re-Inspection,Pass,,41.917981293152046,-87.6543408517294,"(-87.6543408517294, 41.917981293152046)",4.6,OPERATIONAL
228,517567,BUTCHER & THE BURGER,BUTCHER & THE BURGER,2121068.0,Restaurant,Risk 1 (High),1021 W ARMITAGE AVE ,CHICAGO,IL,60614.0,10/14/2011,License,Fail,"30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: The licensee shall inform the public in writing of the Chicago Department of Public Health?s Consumer Advisory relating to consuming raw and undercooked animal products. MUST POST IN PREMISES VISABLE TO CUSTOMERS. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair. POOLING WATER AT FLOOR DRAIN IN BASEMENT ELECTRICAL ROOM. MUST REMOVE AND MAINTAIN DRY. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: Ventilation: All plumbing fixtures, such as toilets, sinks, washbasins, etc., must be adequately trapped, vented, and re-vented and properly connected to the sewer in accordance with the plumbing chapter of the Municipal Code of Chicago and the Rules and Regulations of the Board of Health. MUST INSTALL HOT AND COLD RUNNING WATER FAUCET ABOVE FROZEN CUSTARD MAKING MACHINE IN BASEMENT FOOD PREP TO ADEQUATELY WASH AND SANITIZE MACHINE.",41.917981293152046,-87.6543408517294,"(-87.6543408517294, 41.917981293152046)",4.6,OPERATIONAL
229,2098838,M BURGER,M BURGER,2017456.0,Restaurant,Risk 2 (Medium),161 E HURON ST ,CHICAGO,IL,60611.0,10/13/2017,Canvass,Pass,"30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: SPOONS AT FRONT COUNTER NOT STORED PROPERLY, INSTRUCTED TO STORE WITH MOUTH PIECE DOWN TO PREVENT CONTAMINATION. | 31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: DISPOSABLE CUPS USED FOR FOOD STORAGE, INSTRUCTED TO USE PROPER UTENSILS. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: ICE BUILD-UP NOTED ON COOLING UNITS FOR FRONT COOLERS, INSTRUCTED TO REPAIR. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: INTERIOR SURFACES OF ICE MAKER NOT CLEAN, INSTRUCTED TO CLEAN AND MAINTAIN.",41.89484752424261,-87.62302210941388,"(-87.62302210941388, 41.89484752424261)",4.1,OPERATIONAL
230,569641,M BURGER,M BURGER,2017456.0,Restaurant,Risk 2 (Medium),161 E HURON ST ,CHICAGO,IL,60611.0,10/21/2011,Canvass,Fail,"19. OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED - Comments: (7-38-020)  OUTSIDE GREASE AREA NOT MAINTAINED. FOUND THE MAHONEY GREASE CONTAINER WITH GREASE SPILLS & OVERFLOW AROUND THE LID, ITS OPENING & AT THE SIDES OF THE CONTAINER. THE GROUNDS AROUND THE GREASE BIN HAD EVIDENCE OF GREASE SPILLS/DEBRIS/RESIDUE. INSTRUCTED TO KEEP AREA CLEAN & MAINTAINED.   The area outside of the establishment used for the storage of garbage shall be clean at all times and shall not constitute a nuisance. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: DOOR HANDLES OF FRONT COOLER DRAWERS ARE BROKEN-MUST FIX.   All food and non-food contact equipment and utensils shall be smooth, easily cleanable, and durable, and shall be in good repair. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: INTERNAL THERMOMETERS NEEDED IN WALK-IN COOLERS-MUST PROVIDE.   All food establishments that display, prepare, or store potentially hazardous foods shall have calibrated metal stem thermometers, provided and conspicuous, for refrigerated and hot food units.",41.89484752424261,-87.62302210941388,"(-87.62302210941388, 41.89484752424261)",4.1,OPERATIONAL
231,569662,M BURGER,M BURGER,2017456.0,Restaurant,Risk 2 (Medium),161 E HURON ST ,CHICAGO,IL,60611.0,10/28/2011,Canvass Re-Inspection,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: DOOR HANDLES OF FRONT COOLER DRAWERS ARE BROKEN-MUST FIX/REPLACE.   All food and non-food contact equipment and utensils shall be smooth, easily cleanable, and durable, and shall be in good repair.",41.89484752424261,-87.62302210941388,"(-87.62302210941388, 41.89484752424261)",4.1,OPERATIONAL
232,114699,LA PASADITA,LA PASADITA,1301224.0,Restaurant,Risk 1 (High),1141 N ASHLAND AVE ,CHICAGO,IL,60622.0,12/10/2010,Canvass,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: All food and non-food contact equipment and utensils shall be smooth, easily cleanable, and durable, and shall be in good repair.    PREP AREA REACH IN COOLERS DOOR GASKETS RIPPED. MUST REPAIR/REPLACE ALL DAMAGED COOLER DOOR GASKETS. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: All food and non-food contact surfaces of equipment and all food storage utensils shall be thoroughly cleaned and sanitized daily.    OBSERVED THICK DUST BUILD UP ON PREP COOLERS CONDENSERS. MUST CLEAN AND MAINTAIN EQUIPMENT. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: All food establishments that display, prepare, or store potentially hazardous foods shall have calibrated metal stem thermometers, provided and conspicuous, for refrigerated and hot food units.    MUST PROVIDE THERMOMETERS FOR COOLERS.",41.90279709351138,-87.66733069479224,"(-87.66733069479224, 41.90279709351138)",4.8,OPERATIONAL
233,634794,THE BURGER POINT,THE BURGER POINT,2121167.0,Restaurant,Risk 1 (High),1900 S STATE ST ,CHICAGO,IL,60616.0,10/03/2011,Pre-License Consultation,Fail,,41.8564944437266,-87.627317220209,"(-87.627317220209, 41.8564944437266)",4.7,OPERATIONAL
234,531627,THE BURGER POINT,THE BURGER POINT,2121167.0,Restaurant,Risk 1 (High),1900 S STATE ST ,CHICAGO,IL,60616.0,10/20/2011,License,Pass,,41.8564944437266,-87.627317220209,"(-87.627317220209, 41.8564944437266)",4.7,OPERATIONAL
235,2534498,BURRITO BEACH,BURRITO BEACH,2813063.0,Restaurant,Risk 1 (High),1000 W NORTH AVE ,CHICAGO,IL,60642.0,10/07/2021,License,Pass,,41.910948762561205,-87.65315955127153,"(-87.65315955127153, 41.910948762561205)",4.2,OPERATIONAL
236,2534493,BURRITO BEACH,BURRITO BEACH,2813062.0,Restaurant,Risk 1 (High),1000 W NORTH AVE ,CHICAGO,IL,60642.0,10/07/2021,License,Pass,"38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED 1/4 INCH GAP BETWEEN AND BELOW FRONT ENTRANCE/EXIT DOOR SWEEPS. MUST RODENT PROOF SAID DOORS. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED ACCUMULATED DEBRIS INSIDE FLOOR DRAIN UNDER SODA MACHINE. MUST CLEAN AND MAINTAIN INTERIOR OF SAID FLOOR DRAIN.",41.910948762561205,-87.65315955127153,"(-87.65315955127153, 41.910948762561205)",4.2,OPERATIONAL
237,2346104,EPIC BURGER INC,EPIC BURGER,2036917.0,Restaurant,Risk 2 (Medium),1000 W NORTH AVE ,CHICAGO,IL,60642.0,11/21/2019,Complaint,Pass w/ Conditions,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: NO EMPLOYEE HEALTH POLICY ONSITE. INSTRUCTED TO PROVIDE THE CITY'S HEALTH FORM OR SIMILAR DOCUMENTS USED TO DEMONSTRATE COMPLIANCE. PRIORITY FOUNDATION 7-38-010. NO CITATION ISSUED. | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: NO CLEAN UP SUPPLIES OR PROCEDURES ONSITE FOR VOMITING OR DIARRHEA EVENTS. INSTRUCTED TO PROVIDE SUPPLIES AND POST PROCEDURES FOR EMPLOYEES TO FOLLOW. PRIORITY FOUNDATION. 7-38-005 NO CITATION ISSUED. | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: MUST POST HAND WASHING SIGNS AT ALL HAND SINKS  IN PREP AND TOILET ROOM AREAS. INSTRUCTED TO MAINTAIN. | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED UTENSIL STORED IN HANDWASHING SINK BASIN IN PREP AREA, AND EMPLOYEE RINSE SAID UTENSILS IN SINK. A HANDWASHING SINK may not be used for purposes other than handwashing. PRIORITY FOUNDATION 7-38-030(C), CITATION ISSUED. | 25. CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: MUST PROVIDE A DISCLOSURE AND REMINDER STATEMENT ON MENUS REGARDING RAW OR UNDERCOOKED FOODS. INSTRUCTED TO MAINTAIN.  PRIORITY FOUNDATION 7-38-005 NO CITATION ISSUED. (REFER TO HANDOUT) | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: MUST LABEL FOOD STORAGE CONTAINERS WITH COMMON FOOD NAMES; FLOUR, SUGAR, ETC., WHEN FOOD HAS BEEN REMOVED FROM ORIGINAL PACKAGING. INSTRUCTED TO MAINTAIN. | 40. PERSONAL CLEANLINESS - Comments: OBSERVED EMPLOYEE PREPARING FOOD IN PREP AREA WITHOUT A HAIR RESTRAINT. EMPLOYEES shall wear hair restraints such as hats, hair coverings or nets, beard restraints, and clothing that covers body hair, that are designed and worn to effectively keep their hair from contacting exposed FOOD. INSTRUCTED TO MAINTAIN.  | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: MUST REMOVE RUST FROM STORAGE RACKS INSIDE 2-DOOR REACH IN CONTINENTAL COOLER IN PREP AREA, SURFACE MUST BE SMOOTH AND EASILY CLEANABLE. INSTRUCTED TO MAINTAIN.  | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: MUST REPAIR LEAKY PIPE UNDERNEATH 3-COMP SINK, AND LEAKY FAUCET ON SAID SINK, INSTRUC TO REPAIR AND MAINTAIN.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: MUST DETAIL CLEAN EXCESSIVE DUST ACCUMULATION FROM CEILING VENTS IN BOTH TOILET ROOMS, INSTRUCTED TO MAINTAIN.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: MUST DETAIL CLEAN EXCESSIVE GREASE ACCUMULATION FROM FLOOR AROUND THE HOT WATER TANK, AND THROUGHOUT THE ENTIRE PREP AREA. INSTRUCTED TO MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: MUST PROVIDE HOOKS FOR WET MOPS TO DRY PROPERLY, OBSERVED WET MOP STORED IN CORNER, INSTRUCTED TO MAINTAIN. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: MUST REPLACE MISSING LIGHT SHIELD IN DISH AREA ABOVE 3-COMP SINK, INSTRUCTED TO MAINTAIN.  | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: FOOD HANDLER REQUIREMENTS NOT MET. INFORMATION PROVIDED. ",41.910948762561205,-87.65315955127153,"(-87.65315955127153, 41.910948762561205)",4.2,OPERATIONAL
